,Name,Age,B,T,Ht,Wt,DoB,Birthplace,minor_urls,major_urls,salary,draft_round,years_in_minors,minor_positions
2420,Randy Messenger,18,R,R,"6' 6""",260,"Aug 13, 1981","Reno, NV, US",https://www.baseball-reference.com/register/player.fcgi?id=messen001ran,https://www.baseball-reference.com/players/m/messera01.shtml,937528.2088317716,11,10,Pitcher
2421,Angel Molina,18,R,R,"6' 2""",226,"Nov 4, 1981","Santa Isabel, PR",https://www.baseball-reference.com/register/player.fcgi?id=molina001ang,,0.0,27,8,"Rightfielder,FirstBaseman,Catcher"
2422,Eucebio Ramirez,20,R,R,"6' 0""",160,"Mar 4, 1980","La Victoria, Santo Domingo, DO",https://www.baseball-reference.com/register/player.fcgi?id=ramire001euc,,0.0,np.nan,1,StartingPitcher
2423,Marino Rodriguez,21,L,L,"6' 3""",200,"Dec 26, 1978","El Seibo, El Seibo, DO",https://www.baseball-reference.com/register/player.fcgi?id=rodrig006mar,,0.0,np.nan,2,ReliefPitcher
2424,Brian Rogers,22,L,R,"6' 1""",210,"Jan 20, 1978","Philadelphia, PA, US",https://www.baseball-reference.com/register/player.fcgi?id=rogers003bri,,0.0,19,1,Catcher
2425,Will Smith,18,L,R,"6' 2""",200,"Oct 23, 1981","Alexandria, LA, US",https://www.baseball-reference.com/register/player.fcgi?id=smith-031wil,,0.0,6,7,Outfielder
2426,Jose Soto,21,S,R,"6' 2""",160,"Jun 18, 1979","San Cristobal, San Cristobal, DO",https://www.baseball-reference.com/register/player.fcgi?id=soto--003jos,,0.0,np.nan,4,Rightfielder
2427,Adam Sterrett,17,S,R,"6' 4""",180,"Aug 11, 1982","Staunton, VA, US",https://www.baseball-reference.com/register/player.fcgi?id=sterre001ada,,0.0,20,3,ReliefPitcher
2428,Frank Taveras,18,R,R,"6' 2""",182,"Aug 14, 1981","Moca, Espaillat, DO",https://www.baseball-reference.com/register/player.fcgi?id=tavera001fra,,0.0,np.nan,2,ThirdBaseman
2429,Glen Barker,29,S,R,"5' 10""",180,"May 10, 1971","Albany, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=barker001gle,https://www.baseball-reference.com/players/b/barkegl01.shtml,-325809.029165002,11,10,Outfielder
2430,Juan Bautista,25,R,R,"6' 0""",170,"Jun 24, 1975","San Pedro de Macoris, San Pedro de Macoris, DO",https://www.baseball-reference.com/register/player.fcgi?id=bautis001jua,,0.0,np.nan,8,Shortstop
2431,Lance Berkman,24,S,L,"6' 1""",220,"Feb 10, 1976","Waco, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=berkma001wil,https://www.baseball-reference.com/players/b/berkmla01.shtml,-325809.029165002,1,8,"Outfielder,FirstBaseman"
2432,Jim Betzsold,27,R,R,"6' 3""",210,"Aug 7, 1972","Orange, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=betzso001jam,,0.0,20,8,"Rightfielder,FirstBaseman"
2433,Kevin Burns,24,L,L,"6' 5""",220,"Sep 9, 1975","El Dorado, AR, US",https://www.baseball-reference.com/register/player.fcgi?id=burns-002kev,,0.0,34,8,FirstBaseman
2434,Jose Cabrera,28,R,R,"6' 0""",205,"Mar 24, 1972","La Delgada, Santiago, DO",https://www.baseball-reference.com/register/player.fcgi?id=cabrer001jos,https://www.baseball-reference.com/players/c/cabrejo01.shtml,-649938.4589044391,np.nan,10,ReliefPitcher
2435,Roger Cedeno,25,S,R,"6' 1""",165,"Aug 16, 1974","Valencia, Carabobo, VE",https://www.baseball-reference.com/register/player.fcgi?id=cedeno001rog,https://www.baseball-reference.com/players/c/cedenro01.shtml,-2007134.9425499844,np.nan,10,Outfielder
2436,Frank Charles,31,R,R,"6' 4""",210,"Feb 23, 1969","Fontana, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=charle001fra,https://www.baseball-reference.com/players/c/charlfr01.shtml,0.0,17,12,"Catcher,FirstBaseman"
2437,Raul Chavez,27,R,R,"5' 11""",245,"Mar 17, 1973","Valencia, Carabobo, VE",https://www.baseball-reference.com/register/player.fcgi?id=chavez001rau,https://www.baseball-reference.com/players/c/chavera01.shtml,-188604.92255463608,np.nan,21,"Catcher,Shortstop"
2438,Tripp Cromer,32,R,R,"6' 2""",165,"Nov 21, 1967","Lake City, SC, US",https://www.baseball-reference.com/register/player.fcgi?id=cromer001roy,https://www.baseball-reference.com/players/c/crometr01.shtml,-1882168.9519818728,3,13,"Shortstop,SecondBaseman,FirstBaseman"
2439,Travis Driskill,28,R,R,"6' 0""",185,"Aug 1, 1971","Omaha, NE, US",https://www.baseball-reference.com/register/player.fcgi?id=driski001tra,https://www.baseball-reference.com/players/d/drisktr01.shtml,0.0,4,15,Pitcher
2440,Scott Elarton,24,R,R,"6' 7""",240,"Feb 23, 1976","Lamar, CO, US",https://www.baseball-reference.com/register/player.fcgi?id=elarto001vin,https://www.baseball-reference.com/players/e/elartsc01.shtml,-657724.4831722553,1,13,StartingPitcher
2441,Adam Everett,23,R,R,"6' 0""",180,"Feb 2, 1977","Austell, GA, US",https://www.baseball-reference.com/register/player.fcgi?id=everet001jef,https://www.baseball-reference.com/players/e/everead01.shtml,15493067.51985742,1,7,Shortstop
2442,Wayne Franklin,26,L,L,"6' 2""",195,"Mar 9, 1974","Wilmington, DE, US",https://www.baseball-reference.com/register/player.fcgi?id=frankl001gar,https://www.baseball-reference.com/players/f/frankwa01.shtml,1303771.220241074,36,10,ReliefPitcher
2443,Jason Green,25,R,R,"6' 1""",205,"Jun 5, 1975","Port Hope, ON, CA",https://www.baseball-reference.com/register/player.fcgi?id=green-003dav,https://www.baseball-reference.com/players/g/greenja01.shtml,0.0,30,6,ReliefPitcher
2444,Kip Gross,35,R,R,"6' 2""",195,"Aug 24, 1964","Scottsbluff, NE, US",https://www.baseball-reference.com/register/player.fcgi?id=gross-001kip,https://www.baseball-reference.com/players/g/grosski01.shtml,-1629749.3754963786,4,11,Pitcher
2445,Mark Guerra,28,R,R,"6' 2""",200,"Nov 4, 1971","Grand Ridge, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=guerra001mar,,0.0,40,10,"Pitcher,Rightfielder"
2446,Heath Haynes,31,R,R,"6' 0""",175,"Nov 30, 1968","Wheeling, WV, US",https://www.baseball-reference.com/register/player.fcgi?id=haynes001hea,https://www.baseball-reference.com/players/h/haynehe01.shtml,0.0,np.nan,8,ReliefPitcher
2447,Fernando Hernandez,29,R,R,"6' 2""",185,"Jun 16, 1971","Santiago, Santiago, DO",https://www.baseball-reference.com/register/player.fcgi?id=hernan001fer,https://www.baseball-reference.com/players/h/hernafe01.shtml,-253575.8706467661,np.nan,11,Pitcher
2448,Rick Huisman,31,R,R,"6' 3""",200,"May 17, 1969","Oak Park, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=huisma001ric,https://www.baseball-reference.com/players/h/huismri01.shtml,-882002.8614347742,3,12,ReliefPitcher
2449,Mark Hutton,30,R,R,"6' 6""",240,"Feb 6, 1970","South Adelaide, South Australia, AU",https://www.baseball-reference.com/register/player.fcgi?id=hutton001mar,https://www.baseball-reference.com/players/h/huttoma01.shtml,-993677.6187109586,np.nan,10,Pitcher
2450,Brad Kaufman,28,R,R,"6' 2""",210,"Apr 26, 1972","Marshalltown, IA, US",https://www.baseball-reference.com/register/player.fcgi?id=kaufma001bra,,0.0,16,8,"Pitcher,Leftfielder"
2451,Scott Linebrink,23,R,R,"6' 3""",220,"Aug 4, 1976","Austin, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=linebr001sco,https://www.baseball-reference.com/players/l/linebsc01.shtml,31649059.21335383,2,7,ReliefPitcher
2452,Pedro Lopez,31,R,R,"6' 1""",200,"Mar 29, 1969","Vega Baja, PR",https://www.baseball-reference.com/register/player.fcgi?id=lopez-002ped,,0.0,21,13,"Catcher,FirstBaseman"
2453,Julio Lugo,24,R,R,"6' 1""",175,"Nov 16, 1975","Barahona, Barahona, DO",https://www.baseball-reference.com/register/player.fcgi?id=lugo--001jul,https://www.baseball-reference.com/players/l/lugoju01.shtml,62551331.56707133,43,8,"Shortstop,SecondBaseman"
2454,Tony McKnight,23,R,R,"6' 5""",205,"Jun 29, 1977","Texarkana, AR, US",https://www.baseball-reference.com/register/player.fcgi?id=mcknig001ton,https://www.baseball-reference.com/players/m/mcknito01.shtml,0.0,1,9,StartingPitcher
2455,Rusty Meacham,32,R,R,"6' 3""",155,"Jan 27, 1968","Stuart, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=meacha001rus,https://www.baseball-reference.com/players/m/meachru01.shtml,-1241436.659672305,33,12,ReliefPitcher
2456,Orlando Merced,33,S,R,"6' 0""",180,"Nov 2, 1966","Hato Rey, PR",https://www.baseball-reference.com/register/player.fcgi?id=merced001orl,https://www.baseball-reference.com/players/m/merceor01.shtml,-18832091.44815618,np.nan,8,"Rightfielder,FirstBaseman,ThirdBaseman"
2457,Ryan Miller,27,R,R,"6' 0""",175,"Oct 22, 1972","Tulare, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=miller002rya,,0.0,30,8,"Shortstop,SecondBaseman,ThirdBaseman"
2458,Wade Miller,23,R,R,"6' 2""",185,"Sep 13, 1976","Reading, PA, US",https://www.baseball-reference.com/register/player.fcgi?id=miller001wad,https://www.baseball-reference.com/players/m/millewa04.shtml,11950455.35607748,20,10,StartingPitcher
2459,Brian Powell,26,R,R,"6' 2""",205,"Oct 10, 1973","Bainbridge, GA, US",https://www.baseball-reference.com/register/player.fcgi?id=powell002wil,https://www.baseball-reference.com/players/p/powelbr01.shtml,-283044.09963250306,2,11,StartingPitcher
2460,Jay Powell,28,R,R,"6' 4""",220,"Jan 9, 1972","Meridian, MS, US",https://www.baseball-reference.com/register/player.fcgi?id=powell004jam,https://www.baseball-reference.com/players/p/powelja04.shtml,-2585952.2863905733,1,8,ReliefPitcher
2461,Omar Ramirez,29,R,R,"5' 9""",170,"Nov 2, 1970","Santiago, Santiago, DO",https://www.baseball-reference.com/register/player.fcgi?id=ramire004vic,,0.0,31,10,Outfielder
2462,Brian Richardson,24,R,R,"6' 2""",210,"Aug 31, 1975","Los Angeles, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=richar001bri,,0.0,7,9,"ThirdBaseman,FirstBaseman,Leftfielder"
2463,Jeriome Robertson,23,L,L,"6' 1""",190,"Mar 30, 1977","San Jose, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=robert001jer,https://www.baseball-reference.com/players/r/roberje02.shtml,442565.1230101303,24,11,StartingPitcher
2464,Mike Robertson,29,L,L,"6' 0""",180,"Oct 9, 1970","Norwich, CT, US",https://www.baseball-reference.com/register/player.fcgi?id=robert008mic,https://www.baseball-reference.com/players/r/robermi01.shtml,-253575.8706467661,3,11,"FirstBaseman,Outfielder"
2465,Marc Sagmoen,29,L,L,"5' 11""",185,"Apr 16, 1971","Seattle, WA, US",https://www.baseball-reference.com/register/player.fcgi?id=sagmoe001mar,https://www.baseball-reference.com/players/s/sagmoma01.shtml,0.0,13,9,"Outfielder,FirstBaseman"
2466,Joe Slusarski,33,R,R,"6' 4""",195,"Dec 19, 1966","Indianapolis, IN, US",https://www.baseball-reference.com/register/player.fcgi?id=slusar001jos,https://www.baseball-reference.com/players/s/slusajo01.shtml,-680072.0878517468,2,12,Pitcher
2467,Jerrey Thurston,28,R,R,"6' 4""",200,"Apr 17, 1972","Winter Park, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=thurst001jer,,0.0,3,12,na
2468,Chris Truby,26,R,R,"6' 2""",190,"Dec 9, 1973","Palm Springs, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=truby-001chr,https://www.baseball-reference.com/players/t/trubych01.shtml,1271588.3858317428,np.nan,15,"ThirdBaseman,FirstBaseman"
2469,Bryan Wolff,28,R,R,"6' 2""",189,"Mar 16, 1972","Carbondale, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=wolff-001bry,,0.0,18,9,Pitcher
2470,Eddie Zosky,32,R,R,"6' 0""",175,"Feb 10, 1968","Whittier, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=zosky-001edw,https://www.baseball-reference.com/players/z/zoskyed01.shtml,-210788.47521935025,1,12,"Shortstop,SecondBaseman,ThirdBaseman"
2471,Bryan Braswell,25,L,L,"6' 1""",200,"Jun 30, 1975","Kettering, OH, US",https://www.baseball-reference.com/register/player.fcgi?id=braswe001ron,,0.0,4,7,StartingPitcher
2472,Brandon Buckley,23,R,R,"6' 2""",205,"Jan 25, 1977","Grass Valley, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=buckle002bra,,0.0,29,4,Catcher
2473,Charley Carter,24,R,R,"6' 2""",205,"Dec 11, 1975","Mount Pleasant, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=carter002cha,,0.0,15,5,"FirstBaseman,Leftfielder"
2474,Eric Cole,24,R,R,"6' 0""",180,"Nov 15, 1975","Boulder City, NV, US",https://www.baseball-reference.com/register/player.fcgi?id=cole--001eri,,0.0,20,9,"Outfielder,ThirdBaseman,FirstBaseman"
2475,Morgan Ensberg,24,R,R,"6' 2""",210,"Aug 26, 1975","Redondo Beach, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=ensber001mor,https://www.baseball-reference.com/players/e/ensbemo01.shtml,14929894.348307408,9,7,ThirdBaseman
2476,Keith Ginter,24,R,R,"5' 10""",190,"May 5, 1976","Norwalk, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=ginter001kei,https://www.baseball-reference.com/players/g/ginteke01.shtml,1805338.1391968268,10,11,"SecondBaseman,ThirdBaseman,Leftfielder"
2477,Dave Glick,24,L,L,"6' 1""",190,"Apr 2, 1976","Simi Valley, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=glick-002dav,,0.0,48,6,Pitcher
2478,Russ Herbert,28,R,R,"6' 3""",195,"Apr 21, 1972","Cleveland, OH, US",https://www.baseball-reference.com/register/player.fcgi?id=herber001rus,,0.0,11,7,StartingPitcher
2479,Eric Hillman,34,L,L,"6' 10""",235,"Apr 27, 1966","Gary, IN, US",https://www.baseball-reference.com/register/player.fcgi?id=hillma001joh,https://www.baseball-reference.com/players/h/hillmer01.shtml,-311259.54198473284,16,9,StartingPitcher
2480,Royce Huffman,23,R,R,"6' 0""",205,"Jan 11, 1977","Houston, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=huffma001roy,,0.0,12,11,"FirstBaseman,ThirdBaseman,SecondBaseman"
2481,Eric Ireland,23,R,R,"6' 1""",170,"Mar 11, 1977","Long Beach, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=irelan001eri,,0.0,2,8,StartingPitcher
2482,Kyle Kessel,24,R,L,"6' 0""",160,"Jun 2, 1976","Dixon, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=kessel001kyl,,0.0,60,7,StartingPitcher
2483,Kyle Logan,24,L,R,"6' 0""",196,"Jul 11, 1975","Hattiesburg, MS, US",https://www.baseball-reference.com/register/player.fcgi?id=logan-001ste,,0.0,23,8,Outfielder
2484,Carlos Maldonado,21,R,R,"6' 2""",260,"Jan 3, 1979","Maracaibo, Zulia, VE",https://www.baseball-reference.com/register/player.fcgi?id=maldon003car,https://www.baseball-reference.com/players/m/maldoca03.shtml,0.0,np.nan,18,Catcher
2485,Dave Matranga,23,R,R,"6' 0""",170,"Jan 8, 1977","Orange, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=matran002dav,https://www.baseball-reference.com/players/m/matrada01.shtml,0.0,6,12,"Shortstop,SecondBaseman,ThirdBaseman"
2486,Aaron McNeal,22,R,R,"6' 3""",230,"Apr 28, 1978","Oakland, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=mcneal001aar,,0.0,27,10,"FirstBaseman,Rightfielder"
2487,Greg Miller,20,L,L,"6' 5""",210,"Sep 30, 1979","Aurora, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=miller004gre,,0.0,5,7,StartingPitcher
2488,Scott Navarro,25,L,L,"6' 1""",185,"Nov 13, 1974","Redwood City, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=navarr001sco,,0.0,np.nan,3,"Pitcher,Rightfielder"
2489,Roy Oswalt,22,R,R,"6' 0""",190,"Aug 29, 1977","Kosciusko, MS, US",https://www.baseball-reference.com/register/player.fcgi?id=oswalt001roy,https://www.baseball-reference.com/players/o/oswalro01.shtml,123853289.01186824,23,9,"StartingPitcher,Leftfielder"
2490,Jhonny Perez,23,R,R,"5' 10""",180,"Oct 23, 1976","Santo Domingo, Distrito Nacional, DO",https://www.baseball-reference.com/register/player.fcgi?id=perez-001jho,,0.0,np.nan,10,"SecondBaseman,Shortstop,Leftfielder"
2491,Mark Persails,24,R,R,"6' 3""",180,"Oct 25, 1975","Lapeer, MI, US",https://www.baseball-reference.com/register/player.fcgi?id=persai001mar,,0.0,34,7,Pitcher
2492,Colin Porter,24,L,L,"6' 2""",200,"Nov 23, 1975","Tucson, AZ, US",https://www.baseball-reference.com/register/player.fcgi?id=porter001col,https://www.baseball-reference.com/players/p/porteco01.shtml,0.0,17,8,Outfielder
2493,Tim Redding,22,R,R,"5' 11""",230,"Feb 12, 1978","Rochester, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=reddin001tim,https://www.baseball-reference.com/players/r/redditi01.shtml,6158733.962832878,20,13,"Pitcher,Rightfielder"
2494,Wilfredo Rodriguez,21,L,L,"6' 3""",180,"Mar 20, 1979","Ciudad Bolivar, Bolivar, VE",https://www.baseball-reference.com/register/player.fcgi?id=rodrig001wil,https://www.baseball-reference.com/players/r/rodriwi01.shtml,0.0,np.nan,7,StartingPitcher
2495,Nelson Samboy,23,R,R,"5' 10""",165,"Sep 4, 1976","Pedernales, DO",https://www.baseball-reference.com/register/player.fcgi?id=samboy001nel,,0.0,np.nan,6,"SecondBaseman,Leftfielder,ThirdBaseman"
2496,Doug Sessions,23,R,R,"6' 1""",210,"Sep 28, 1976","Charleston, SC, US",https://www.baseball-reference.com/register/player.fcgi?id=sessio001dou,,0.0,13,8,ReliefPitcher
2497,Tom Shearn,22,R,R,"6' 4""",230,"Aug 28, 1977","Columbus, OH, US",https://www.baseball-reference.com/register/player.fcgi?id=shearn001tho,https://www.baseball-reference.com/players/s/shearto01.shtml,0.0,29,12,Pitcher
2498,Travis Wade,24,R,R,"6' 3""",220,"Jul 8, 1975","Climax, MI, US",https://www.baseball-reference.com/register/player.fcgi?id=wade--001tra,,0.0,np.nan,5,ReliefPitcher
2499,Barry Wesson,23,R,R,"6' 2""",210,"Apr 6, 1977","Tupelo, MS, US",https://www.baseball-reference.com/register/player.fcgi?id=wesson001bar,https://www.baseball-reference.com/players/w/wessoba01.shtml,0.0,14,12,Outfielder
2500,Jason Alfaro,22,R,R,"5' 10""",185,"Nov 29, 1977","San Antonio, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=alfaro001jas,https://www.baseball-reference.com/players/a/alfarja01.shtml,0.0,22,11,"Shortstop,ThirdBaseman,SecondBaseman"
2501,Scott Chapman,22,R,R,"6' 2""",200,"Jan 30, 1978","Athens, OH, US",https://www.baseball-reference.com/register/player.fcgi?id=chapma001sco,,0.0,6,7,"Catcher,Outfielder"
2502,Mike Cosgrove,24,R,R,"6' 1""",190,"Feb 14, 1976","Lynwood, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=cosgro001mic,,0.0,31,5,ReliefPitcher
2503,Modesto De Aza,21,R,R,"5' 11""",150,"Feb 14, 1979","La Romana, La Romana, DO",https://www.baseball-reference.com/register/player.fcgi?id=deaza-001mod,,0.0,np.nan,4,"SecondBaseman,Outfielder,Shortstop"
2504,Felix Escalona,21,R,R,"6' 0""",185,"Mar 12, 1979","Puerto Cabello, Carabobo, VE",https://www.baseball-reference.com/register/player.fcgi?id=escalo001fel,https://www.baseball-reference.com/players/e/escalfe01.shtml,301757.6318223867,np.nan,10,"Shortstop,SecondBaseman,ThirdBaseman"
2505,Gabe Garcia,23,R,R,"6' 2""",215,"Mar 15, 1977","Fremont, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=garcia001gab,,0.0,65,5,Pitcher
2506,Tim Hamulack,23,R,L,"6' 2""",215,"Nov 14, 1976","Ithaca, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=hamula001tim,https://www.baseball-reference.com/players/h/hamulti01.shtml,440865.3846153846,32,15,ReliefPitcher
2507,Kevin Jordan,23,R,R,"6' 1""",190,"Sep 7, 1976","Corpus Christi, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=jordan002kev,,0.0,11,3,Outfielder
2508,Jesse Joyce,24,R,R,"5' 10""",185,"May 12, 1976","San Bernardino, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=joyce-001jes,,0.0,8,4,"Outfielder,ThirdBaseman"
2509,Brad Lidge,23,R,R,"6' 5""",210,"Dec 23, 1976","Sacramento, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=lidge-001bra,https://www.baseball-reference.com/players/l/lidgebr01.shtml,67782381.25315401,1,11,ReliefPitcher
2510,Luis Lopez,22,R,R,"6' 1""",200,"Apr 13, 1978","San Felipe, Yaracuy, VE",https://www.baseball-reference.com/register/player.fcgi?id=lopez-006lui,,0.0,np.nan,4,Outfielder
2511,Esteban Maldonado,24,R,R,"6' 3""",210,"Aug 3, 1975","Santurce, PR",https://www.baseball-reference.com/register/player.fcgi?id=maldon001est,,0.0,7,5,ReliefPitcher
2512,Aaron Miles,23,S,R,"5' 8""",180,"Dec 15, 1976","Pittsburg, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=miles-001aar,https://www.baseball-reference.com/players/m/milesaa01.shtml,11174631.437621737,19,14,"SecondBaseman,Shortstop,ThirdBaseman"
2513,Mike Nannini,19,R,R,"5' 11""",190,"Aug 9, 1980","Detroit, MI, US",https://www.baseball-reference.com/register/player.fcgi?id=nannin001mic,,0.0,1,10,Pitcher
2514,Mike Rosamond,22,R,R,"6' 4""",220,"Apr 18, 1978","Greenwood, MS, US",https://www.baseball-reference.com/register/player.fcgi?id=rosamo001geo,,0.0,1,8,"Outfielder,FirstBaseman"
